ZONE,SD_TRANS_ALLMETERS_P_AREA,SUB_AREA,POLE,POLE_TYPE,POLE_STATUS,METER_TYPE,HOUSING_TYPE,VAULT_CAPACITY,MECH_KEY,VAULT_KEY,RFID,RFID_MATCH,TERMINAL,LOCATION,LATITUDE,LONGITUDE,CONTRACT_TYPE,SET_F_W_VERSION,REPORTED_F_W_VERSION,SET_IO_F_W_VERSION,REPORTED_IO_F_W_VERSION,CONFIG_ID,CONFIG_NAME,COLLECTION_ROUTE,COLLECTION_SUB_ROUTE,ORIGINAL_METER_INSTALL_DATE,TERMINAL_INSTALL_DATE,STREET_SIDE,STREET_DIRECTION,STREET_ADDRESS,DOME_COLOUR,BLOCK_NUMBER,ENFORCEMENT_ROUTE,MAINTENANCE_ROUTE,CARRIER,WARRANTY_EXPIRY
COL,E Colfax Ave - COL,2400 E Colfax Ave,EC-2407,None,Active,MK 3,795,-65,None,COL-2,1FCC53F6,Yes,139110,Assigned to pole,39.740273,-104.958389,None,32.73.2,32.73.2,None,None,321,$1.00 2hr 9a-6p Mon-Sat,COL02,None,2018-04-25 00:00:00,2018-04-25 00:00:00,None,None,East Colfax Ave.,None,2400,None,TECH220,T-Mobile,2016-08-16 00:00:00
COL,E Colfax Ave - COL,2400 E Colfax Ave,EC-2409,None,Active,MK 3,795,-65,None,COL-2,21A5DBEC,Yes,32419,Assigned to pole,39.740273,-104.958383,None,32.73.2,32.73.2,None,None,321,$1.00 2hr 9a-6p Mon-Sat,COL02,None,2018-04-25 00:00:00,2018-04-25 00:00:00,None,None,East Colfax Ave.,None,2400,None,TECH220,T-Mobile,2011-03-15 00:00:00
COL,E Colfax Ave - COL,2400 E Colfax Ave,EC-2410,None,Active,MK 3,795,-60,None,None,30AC4DF5,Yes,71132,Assigned to pole,39.740065,-104.958399,None,32.73.2,32.73.2,None,None,321,$1.00 2hr 9a-6p Mon-Sat,COL02,None,2011-09-15 00:00:00,2011-09-15 00:00:00,None,None,E Colfax Ave,None,2400,None,TECH220,T-Mobile,2012-09-15 00:00:00
COL,E Colfax Ave - COL,2400 E Colfax Ave,EC-2411,None,Active,MK 3,795,-65,None,COL-2,30AC4CED,Yes,72516,Assigned to pole,39.740284,-104.958209,None,32.73.2,32.73.2,None,None,321,$1.00 2hr 9a-6p Mon-Sat,COL02,None,2018-04-25 00:00:00,2018-05-01 00:00:00,NORTH,WEST,E. COLFAX,None,2400,None,TECH220,T-Mobile,2012-09-15 00:00:00
COL,E Colfax Ave - COL,2400 E Colfax Ave,EC-2412,None,Active,MK 5,795,-60,None,None,1FCC5470,No,223520,Assigned to pole,39.740074,-104.958326,None,52.73.0,52.73.0,None,None,321,$1.00 2hr 9a-6p Mon-Sat,COL02,None,2011-09-15 00:00:00,2017-02-02 00:00:00,None,None,E Colfax Ave,None,2400,None,TECH220,T-Mobile,2014-12-19 00:00:00
COL,E Colfax Ave - COL,2400 E Colfax Ave,EC-2414,None,Active,MK 3,795,-60,None,None,1465777E,Yes,35143,Assigned to pole,39.740075,-104.958317,None,32.73.2,32.73.2,None,None,321,$1.00 2hr 9a-6p Mon-Sat,COL02,None,2011-09-15 00:00:00,2018-07-25 00:00:00,None,None,E Colfax Ave,None,2400,None,TECH220,T-Mobile,2011-12-15 00:00:00
COL,E Colfax Ave - COL,2400 E Colfax Ave,EC-2415,None,Active,MK 3,795,-65,None,COL-2,21A5DC17,Yes,36321,Assigned to pole,39.740292,-104.958035,None,32.73.2,32.73.2,None,None,321,$1.00 2hr 9a-6p Mon-Sat,COL02,None,2018-04-25 00:00:00,2018-07-12 00:00:00,NORTH,WEST,E. COLFAX,None,2400,None,TECH220,T-Mobile,2011-12-14 00:00:00
OVN,13th St - OVN,1100 13th St,13-1107,None,Active,MK 5,795,-50,None,None,14A6CE03,Yes,216444,Assigned to pole,39.745303,-104.999434,None,52.73.0,52.73.0,None,None,998,Overnight 3E Tue-Thu,CBD02,None,2008-11-12 00:00:00,2014-01-09 00:00:00,None,None,13th St,None,1100,None,TECH209,T-Mobile,2014-12-18 00:00:00
OVN,13th St - OVN,1100 13th St,13-1108,None,Active,MK 5,795,-50,None,None,14657D81,Yes,215488,Assigned to pole,39.74523,-104.999664,None,52.73.0,52.73.0,None,None,1023,Overnight 4E Mon-Wed,CBD02,None,2010-02-22 00:00:00,2016-11-14 00:00:00,None,None,13th St,None,1100,None,TECH209,T-Mobile,2015-09-09 00:00:00
OVN,13th St - OVN,1100 13th St,13-1109,None,Active,MK 5,795,-50,None,None,1F797DE8,Yes,224567,Assigned to pole,39.745306,-104.999439,None,52.73.0,52.73.0,None,None,998,Overnight 3E Tue-Thu,CBD02,None,2008-11-12 00:00:00,2014-01-09 00:00:00,None,None,13th St,None,1100,None,TECH209,T-Mobile,2014-12-18 00:00:00
OVN,13th St - OVN,1100 13th St,13-1110,None,Active,MK 5,795,-50,None,None,14657D7C,Yes,213637,Assigned to pole,39.745233,-104.999668,None,52.73.0,52.73.0,None,None,1023,Overnight 4E Mon-Wed,CBD02,None,2010-02-22 00:00:00,2018-09-11 00:00:00,None,None,13th St,None,1100,None,TECH209,T-Mobile,2017-12-14 00:00:00
COL,E Colfax Ave - COL,400 E Colfax Ave,EC-420,None,Active,MK 3,795,-60,None,None,14A6C742,Yes,76023,Assigned to pole,39.739935,-104.981507,None,32.73.2,32.73.2,None,None,321,$1.00 2hr 9a-6p Mon-Sat,COL01,None,2011-06-15 00:00:00,2017-08-18 00:00:00,None,None,E Colfax Ave,None,400,None,TECH205,T-Mobile,2013-08-13 00:00:00
COL,E Colfax Ave - COL,400 E Colfax Ave,EC-421,None,Active,MK 3,795,-60,None,None,14A6C73B,Yes,80794,Assigned to pole,39.740112,-104.98144,None,32.73.2,32.73.2,None,None,321,$1.00 2hr 9a-6p Mon-Sat,COL01,None,2011-06-15 00:00:00,2018-08-23 00:00:00,None,None,E Colfax Ave,None,400,None,TECH205,T-Mobile,2012-10-06 00:00:00
CCN,East 3rd Ave-CCN,2800 East 3rd Ave,E3-2821,None,Active,MK 3,795,-50,None,None,14A6D088,Yes,48506,Assigned to pole,39.721032,-104.953731,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-12 00:00:00,2010-11-12 00:00:00,None,None,East 3rd Ave,None,2800,None,TECH205,T-Mobile,2011-11-12 00:00:00
CCN,East 3rd Ave-CCN,2800 East 3rd Ave,E3-2824,None,Active,MK 3,795,50,None,None,14A6C765,Yes,51305,Assigned to pole,39.720923,-104.953628,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2017-03-30 00:00:00,2017-06-07 00:00:00,None,None,East 3rd Ave,None,2800,None,TECH205,T-Mobile,2011-11-08 00:00:00
CCN,East 3rd Ave-CCN,2900 East 3rd Ave,E3-2902,None,Active,MK 3,795,-50,None,None,14A6C500,Yes,50113,Assigned to pole,39.720924,-104.953123,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-08 00:00:00,2010-11-08 00:00:00,None,None,East 3rd Ave,None,2900,None,TECH205,T-Mobile,2011-11-08 00:00:00
CCN,East 3rd Ave-CCN,2900 East 3rd Ave,E3-2904,None,Active,MK 3,795,-50,None,None,14A6C4CB,Yes,52255,Assigned to pole,39.720924,-104.953116,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2011-07-14 00:00:00,2014-07-10 00:00:00,None,None,East 3rd Ave,None,2900,None,TECH205,T-Mobile,2011-11-08 00:00:00
CCN,East 3rd Ave-CCN,2900 East 3rd Ave,E3-2906,None,Active,MK 3,795,-50,None,None,14A6C52B,Yes,30251,Assigned to pole,39.720924,-104.952975,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-08 00:00:00,2018-10-03 00:00:00,None,None,East 3rd Ave,None,2900,None,TECH205,T-Mobile,2017-03-15 00:00:00
CCN,East 3rd Ave-CCN,2900 East 3rd Ave,E3-2907,None,Active,MK 3,795,-50,None,None,14A6C501,Yes,52056,Assigned to pole,39.721028,-104.953108,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-08 00:00:00,2010-11-08 00:00:00,None,None,East 3rd Ave,None,2900,None,TECH205,T-Mobile,2011-11-08 00:00:00
CCN,East 3rd Ave-CCN,2900 East 3rd Ave,E3-2908,None,Active,MK 3,795,-50,None,None,14A6D082,Yes,45347,Assigned to pole,39.720924,-104.95297,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-08 00:00:00,2015-12-29 00:00:00,None,None,East 3rd Ave,None,2900,None,TECH205,T-Mobile,2011-12-21 00:00:00
CCN,East 3rd Ave-CCN,2900 East 3rd Ave,E3-2909,None,Active,MK 3,795,-50,None,None,14A6C530,Yes,138126,Assigned to pole,39.721031,-104.952957,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-08 00:00:00,2016-08-09 00:00:00,None,None,East 3rd Ave,None,2900,None,TECH205,T-Mobile,2017-09-27 00:00:00
CCN,East 3rd Ave-CCN,2900 East 3rd Ave,E3-2911,None,Active,MK 3,795,-50,None,None,14A6C66D,Yes,51313,Assigned to pole,39.721031,-104.952951,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-08 00:00:00,2018-10-03 00:00:00,None,None,East 3rd Ave,None,2900,None,TECH205,T-Mobile,2011-11-08 00:00:00
CCN,East 3rd Ave-CCN,2900 East 3rd Ave,E3-2915,None,Active,MK 3,795,-50,None,None,14A6C544,Yes,49863,Assigned to pole,39.721036,-104.952763,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-08 00:00:00,2018-01-09 00:00:00,None,None,East 3rd Ave,None,2900,None,TECH205,T-Mobile,2011-11-08 00:00:00
CCN,East 3rd Ave-CCN,2900 East 3rd Ave,E3-2917,None,Active,MK 3,795,-50,None,None,14A6C561,Yes,52333,Assigned to pole,39.721034,-104.952626,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-08 00:00:00,2017-11-03 00:00:00,None,None,East 3rd Ave,None,2900,None,TECH205,T-Mobile,2011-11-08 00:00:00
CCN,East 3rd Ave-CCN,2900 East 3rd Ave,E3-2919,None,Active,MK 3,795,-50,None,None,14A6C53D,Yes,30090,Assigned to pole,39.721034,-104.952616,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-08 00:00:00,2017-11-14 00:00:00,None,None,East 3rd Ave,None,2900,None,TECH205,T-Mobile,2011-03-09 00:00:00
CCN,East 3rd Ave-CCN,2900 East 3rd Ave,E3-2920,None,Active,MK 3,795,50,None,None,14A6C54B,Yes,30483,Assigned to pole,39.720922,-104.952466,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2017-03-30 00:00:00,2017-03-30 00:00:00,None,None,East 3rd. Ave,None,2900,None,TECH205,Other,2011-03-09 00:00:00
CCN,East 3rd Ave-CCN,2900 East 3rd Ave,E3-2921,None,Active,MK 3,795,-50,None,None,14A6C571,Yes,31911,Assigned to pole,39.721033,-104.952485,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-08 00:00:00,2018-01-09 00:00:00,None,None,East 3rd Ave,None,2900,None,TECH205,T-Mobile,2017-03-15 00:00:00
CCN,East 3rd Ave-CCN,2900 East 3rd Ave,E3-2922,None,Active,MK 3,795,50,None,None,14A6D047,Yes,50014,Assigned to pole,39.720922,-104.95246,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2017-03-30 00:00:00,2017-08-17 00:00:00,None,None,East 3rd Ave,None,2900,None,TECH205,T-Mobile,2011-11-08 00:00:00
CCN,East 3rd Ave-CCN,2900 East 3rd Ave,E3-2923,None,Active,MK 3,795,-50,None,None,14A6C8D9,Yes,52507,Assigned to pole,39.721033,-104.952474,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2012-07-05 00:00:00,2012-07-05 00:00:00,None,None,East 3rd Ave,None,2900,None,TECH205,T-Mobile,2011-11-08 00:00:00
CCN,East 3rd Ave-CCN,3000 East 3rd Ave,E3-3002,None,Active,MK 3,795,-50,None,None,14A6C4F3,Yes,48660,Assigned to pole,39.720921,-104.951924,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-03 00:00:00,2010-11-03 00:00:00,None,None,East 3rd Ave,None,3000,None,TECH205,T-Mobile,2011-11-03 00:00:00
CCN,East 3rd Ave-CCN,3000 East 3rd Ave,E3-3005,None,Active,MK 3,795,-50,None,None,14A6C564,Yes,52652,Assigned to pole,39.721029,-104.951938,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-03 00:00:00,2017-12-04 00:00:00,None,None,East 3rd Ave,None,3000,None,TECH205,T-Mobile,2011-11-03 00:00:00
CCN,East 3rd Ave-CCN,3000 East 3rd Ave,E3-3006,None,Active,MK 3,795,-50,None,None,14A6C4EB,Yes,58548,Assigned to pole,39.720924,-104.951763,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-03 00:00:00,2010-11-03 00:00:00,None,None,East 3rd Ave,None,3000,None,TECH205,T-Mobile,2011-11-03 00:00:00
CCN,East 3rd Ave-CCN,3000 East 3rd Ave,E3-3007,None,Active,MK 3,795,-50,None,None,14A6C51C,Yes,49817,Assigned to pole,39.721029,-104.951932,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-03 00:00:00,2010-11-03 00:00:00,None,None,East 3rd Ave,None,3000,None,TECH205,T-Mobile,2011-11-03 00:00:00
CCN,East 3rd Ave-CCN,3000 East 3rd Ave,E3-3008,None,Active,MK 3,795,-50,None,None,14A6C552,Yes,52677,Assigned to pole,39.720924,-104.951756,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-03 00:00:00,2017-04-06 00:00:00,None,None,East 3rd Ave,None,3000,None,TECH205,T-Mobile,2011-11-03 00:00:00
CCN,East 3rd Ave-CCN,3000 East 3rd Ave,E3-3009,None,Active,MK 3,795,-50,None,None,14A6C512,Yes,31974,Assigned to pole,39.72103,-104.951781,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-03 00:00:00,2018-07-31 00:00:00,None,None,East 3rd Ave,None,3000,None,TECH205,T-Mobile,2011-02-25 00:00:00
CCN,East 3rd Ave-CCN,3000 East 3rd Ave,E3-3010,None,Active,MK 3,795,-50,None,None,14A6C51D,Yes,49697,Assigned to pole,39.720923,-104.951616,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-03 00:00:00,2016-02-25 00:00:00,None,None,East 3rd Ave,None,3000,None,TECH205,T-Mobile,2011-11-03 00:00:00
CCN,East 3rd Ave-CCN,3000 East 3rd Ave,E3-3011,None,Active,MK 3,795,-50,None,None,14A6C4DE,Yes,256598,Assigned to pole,39.72103,-104.951774,None,32.60.1,32.60.1,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-03 00:00:00,2018-06-21 00:00:00,None,None,East 3rd Ave,None,3000,None,TECH205,T-Mobile,2016-03-02 00:00:00
CCN,East 3rd Ave-CCN,3000 East 3rd Ave,E3-3012,None,Active,MK 3,795,-50,None,None,14A6D0B4,Yes,36220,Assigned to pole,39.720923,-104.95161,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-03 00:00:00,2016-10-17 00:00:00,None,None,East 3rd Ave,None,3000,None,TECH205,T-Mobile,2012-01-12 00:00:00
CCN,East 3rd Ave-CCN,3000 East 3rd Ave,E3-3014,None,Active,MK 3,795,-50,None,None,14A6C4F1,Yes,50085,Assigned to pole,39.720923,-104.951457,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-03 00:00:00,2010-11-03 00:00:00,None,None,East 3rd Ave,None,3000,None,TECH205,T-Mobile,2011-11-03 00:00:00
DUV,Buchtel Blvd - DUV,1900 E Buchtel Blvd,BT-1926,None,Active,MK 3,795,-50,None,None,146578B0,Yes,31363,Assigned to pole,39.684191,-104.964244,None,32.73.2,32.73.2,None,None,6031,$1.00 5hr 8a-10p Mon-Sat,DUV01,None,2010-03-16 00:00:00,2014-01-27 00:00:00,None,None,E Buchtel Blvd,None,1900,None,TECH208,T-Mobile,2011-03-16 00:00:00
DUV,Buchtel Blvd - DUV,1900 E Buchtel Blvd,BT-1927,None,Active,MK 3,795,-50,None,None,30AC4CA9,Yes,75102,Assigned to pole,39.684369,-104.964016,None,32.73.2,32.73.2,None,None,6031,$1.00 5hr 8a-10p Mon-Sat,DUV01,None,2011-09-29 00:00:00,2011-09-29 00:00:00,None,None,E Buchtel Blvd,None,1900,None,TECH208,T-Mobile,2012-09-29 00:00:00
DUV,Buchtel Blvd - DUV,2000 E Buchtel Blvd,BT-2001,None,Active,MK 3,795,-50,None,None,30AC513C,Yes,77929,Assigned to pole,39.684308,-104.963905,None,32.73.2,32.73.2,None,None,6031,$1.00 5hr 8a-10p Mon-Sat,DUV01,None,2011-09-29 00:00:00,2011-09-29 00:00:00,None,None,E Buchtel Blvd,None,2000,None,TECH208,T-Mobile,2012-09-29 00:00:00
CCN,St Paul St-CCN,200 N St Paul St,SP-226,None,Active,MK 3,795,-60,None,None,14A6C8A5,Yes,32442,Assigned to pole,39.720322,-104.950944,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-04 00:00:00,2017-10-10 00:00:00,None,None,N St Paul St,None,200,None,TECH205,T-Mobile,2011-03-12 00:00:00
CCN,St Paul St-CCN,200 N St Paul St,SP-232,None,Active,MK 3,795,-60,None,None,14A6C897,Yes,52434,Assigned to pole,39.720501,-104.950944,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-04 00:00:00,2010-11-04 00:00:00,None,None,N St Paul St,None,200,None,TECH205,T-Mobile,2011-11-04 00:00:00
CCN,St Paul St-CCN,200 N St Paul St,SP-238,None,Active,MK 3,795,-60,None,None,14A6C894,Yes,50295,Assigned to pole,39.720655,-104.950943,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-04 00:00:00,2010-11-04 00:00:00,None,None,N St Paul St,None,200,None,TECH205,T-Mobile,2011-11-04 00:00:00
CCN,St Paul St-CCN,200 N St Paul St,SP-240,None,Active,MK 3,795,-60,None,None,14A6C8A6,Yes,51507,Assigned to pole,39.720661,-104.950943,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-04 00:00:00,2010-11-04 00:00:00,None,None,N St Paul St,None,200,None,TECH205,T-Mobile,2011-11-04 00:00:00
CCN,St Paul St-CCN,200 N St Paul St,SP-242,None,Active,MK 3,795,-60,None,None,14A6C91F,Yes,51719,Assigned to pole,39.720766,-104.950944,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-04 00:00:00,2010-11-04 00:00:00,None,None,N St Paul St,None,200,None,TECH205,T-Mobile,2011-11-04 00:00:00
CCN,St Paul St-CCN,200 N St Paul St,SP-244,None,Active,MK 3,795,-60,None,None,14A6C930,Yes,52141,Assigned to pole,39.720772,-104.950944,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-04 00:00:00,2010-11-04 00:00:00,None,None,N St Paul St,None,200,None,TECH205,T-Mobile,2011-11-04 00:00:00
CCN,St Paul St-CCN,300 N St Paul St,SP-303,None,Active,MK 3,795,-60,None,None,14A6C99A,Yes,51304,Assigned to pole,39.721176,-104.951062,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-05 00:00:00,2018-08-08 00:00:00,None,None,N St Paul St,None,300,None,TECH205,T-Mobile,2011-11-03 00:00:00
CCN,St Paul St-CCN,300 N St Paul St,SP-304,None,Active,MK 3,795,-60,None,None,14A6C99C,Yes,51803,Assigned to pole,39.721185,-104.950947,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-05 00:00:00,2017-10-02 00:00:00,None,None,N St Paul St,None,300,None,TECH205,T-Mobile,2011-11-05 00:00:00
CCN,St Paul St-CCN,300 N St Paul St,SP-305,None,Active,MK 3,795,-60,None,None,14A6C8CC,Yes,49820,Assigned to pole,39.721182,-104.951061,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-05 00:00:00,2016-06-17 00:00:00,None,None,N St Paul St,None,300,None,TECH205,T-Mobile,2011-11-04 00:00:00
CCN,St Paul St-CCN,300 N St Paul St,SP-307,None,Active,MK 3,795,-60,None,None,14A6C8C9,Yes,33157,Assigned to pole,39.721242,-104.951061,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-04 00:00:00,2016-06-17 00:00:00,None,None,N St Paul St,None,300,None,TECH205,T-Mobile,2011-03-10 00:00:00
CCN,St Paul St-CCN,300 N St Paul St,SP-308,None,Active,MK 3,795,-60,None,None,14A6C8D5,Yes,50514,Assigned to pole,39.721306,-104.950946,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-05 00:00:00,2017-12-06 00:00:00,None,None,N St Paul St,None,300,None,TECH205,T-Mobile,2011-11-03 00:00:00
CCN,St Paul St-CCN,300 N St Paul St,SP-310,None,Active,MK 3,795,-60,None,None,14A6C8D1,Yes,52990,Assigned to pole,39.721312,-104.950946,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-05 00:00:00,2010-11-05 00:00:00,None,None,N St Paul St,None,300,None,TECH205,T-Mobile,2011-11-05 00:00:00
CCN,St Paul St-CCN,300 N St Paul St,SP-312,None,Active,MK 3,795,-60,None,None,14A6C975,Yes,52757,Assigned to pole,39.72142,-104.950947,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-11-05 00:00:00,2010-11-05 00:00:00,None,None,N St Paul St,None,300,None,TECH205,T-Mobile,2011-11-05 00:00:00
CCN,St Paul St-CCN,300 N St Paul St,SP-313,None,Active,MK 3,795,60,None,None,14A6C8BC,Yes,52110,Assigned to pole,39.721426,-104.951051,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN01,None,2017-03-30 00:00:00,2017-03-30 00:00:00,None,None,N St Paul St,None,300,None,TECH205,T-Mobile,2011-11-05 00:00:00
CCN,Steele St-CCN,100 N Steele St,SL-102,None,Active,MK 3,795,-50,None,None,1FCC541D,Yes,61174,Assigned to pole,39.718322,-104.949731,None,32.73.2,32.73.2,None,None,43234,"Valet Cherry Creek 5p-2a (M-F), Sat/Sun",CCN02,None,2010-09-29 00:00:00,2017-02-01 00:00:00,None,None,N Steele St,None,100,None,TECH205,T-Mobile,2012-01-24 00:00:00
CCN,Steele St-CCN,100 N Steele St,SL-104,None,Active,MK 3,795,-50,None,None,2AB0459C,Yes,33326,Assigned to pole,39.718386,-104.94974,None,32.73.2,32.73.2,None,None,43234,"Valet Cherry Creek 5p-2a (M-F), Sat/Sun",CCN02,None,2010-09-29 00:00:00,2018-01-31 00:00:00,None,None,N Steele St,None,100,None,TECH205,T-Mobile,2011-05-05 00:00:00
CCN,Steele St-CCN,100 N Steele St,SL-106,None,Active,MK 3,795,-50,None,None,2AB0455C,Yes,76977,Assigned to pole,39.71839,-104.94974,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-09-29 00:00:00,2017-01-18 00:00:00,None,None,N Steele St,None,100,None,TECH205,T-Mobile,2012-09-15 00:00:00
CCN,Steele St-CCN,100 N Steele St,SL-108,None,Active,MK 3,795,-50,None,None,2AB0455E,Yes,30388,Assigned to pole,39.718493,-104.94973,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-09-29 00:00:00,2017-01-25 00:00:00,None,None,N Steele St,None,100,None,TECH205,T-Mobile,2011-02-25 00:00:00
CCN,Steele St-CCN,100 N Steele St,SL-110,None,Active,MK 3,795,-50,None,None,2AB045E9,No,32429,Assigned to pole,39.718497,-104.94973,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-09-29 00:00:00,2016-04-18 00:00:00,None,None,N Steele St,None,100,None,TECH205,T-Mobile,2011-03-11 00:00:00
CCN,Steele St-CCN,100 N Steele St,SL-117,None,Active,MK 3,795,-50,None,None,2AA12528,Yes,38114,Assigned to pole,39.719074,-104.949873,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-09-29 00:00:00,2016-02-03 00:00:00,None,None,N Steele St,None,100,None,TECH205,T-Mobile,2012-01-20 00:00:00
CCN,Steele St-CCN,100 N Steele St,SL-119,None,Active,MK 3,795,-50,None,None,2AB04574,Yes,31112,Assigned to pole,39.719078,-104.949873,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-09-29 00:00:00,2017-03-30 00:00:00,None,None,N Steele St,None,100,None,TECH205,T-Mobile,2012-05-09 00:00:00
CCN,Steele St-CCN,100 N Steele St,SL-120,None,Active,MK 3,795,-50,None,None,2AB04590,No,126673,Assigned to pole,39.718602,-104.949729,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-09-29 00:00:00,2017-02-01 00:00:00,None,None,N Steele St,None,100,None,TECH205,T-Mobile,2014-01-02 00:00:00
CCN,Steele St-CCN,100 N Steele St,SL-122,None,Active,MK 3,795,-50,None,None,2AB045F5,Yes,85736,Assigned to pole,39.718607,-104.949729,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-09-29 00:00:00,2017-02-01 00:00:00,None,None,N Steele St,None,100,None,TECH205,T-Mobile,2012-12-16 00:00:00
CCN,Steele St-CCN,100 N Steele St,SL-123,None,Active,MK 3,795,-50,None,None,2AB0457D,Yes,36416,Assigned to pole,39.719192,-104.949873,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-09-29 00:00:00,2010-09-29 00:00:00,None,None,N Steele St,None,100,None,TECH205,T-Mobile,2011-09-29 00:00:00
CCN,Steele St-CCN,100 N Steele St,SL-124,None,Active,MK 3,795,-50,None,None,2AB045A7,No,60786,Assigned to pole,39.718715,-104.949732,None,32.73.2,32.73.2,None,None,484,$1.00 3hr 8a-7p Mon-Sat,CCN02,None,2010-09-29 00:00:00,2018-08-23 00:00:00,None,None,N Steele St,None,100,None,TECH205,T-Mobile,2012-02-03 00:00:00
